TransactionID	CustomerID	Product	Amount	TransactionDate	PaymentMethod	City	Category
689	CUST068	Big Data Essentials	459.92	10-06-2025	Cash	Seattle	Big Data
690	CUST094	Big Data Essentials	442.72	06-06-2025	Cash	Seattle	Big Data
691	CUST083	Spark Intro	454	21-05-2025	Cash	Los Angeles	Big Data
692	CUST004	Spark Advanced	56.71	15-02-2025	Cash	New York	Big Data
693	CUST049	Spark Advanced	331.33	04-02-2025	Cash	Los Angeles	Tech
694	CUST007	Spark Advanced	65.89	14-05-2025	PayPal		Tech
695	CUST056	Hadoop Advanced	186.08	23-03-2025	PayPal	Chicago	Programming
696	CUST092	Big Data Essentials	289.05	25-04-2025	Debit Card	Los Angeles	Programming
697	CUST041	Python for Data	391.45	16-02-2025	PayPal	Houston	Tech
698	CUST013	Spark Intro	404.9	02-06-2025	Debit Card	New York	Tech
699	CUST003	Hadoop Basics	398.38	10-01-2025	Debit Card	Seattle	Big Data
700	CUST027	Python for Data	387.08	25-02-2025	Credit Card	Houston	Programming
701	CUST065	Python for Data	437.92	30-01-2025	Cash	Los Angeles	Tech
702	CUST093	Spark Advanced	256.81	19-04-2025	Debit Card	Houston	Programming
703	CUST014	Hadoop Basics	323.22	05-01-2025	Debit Card	Seattle	Big Data
704	CUST043	Big Data Essentials	162.04	29-04-2025	Debit Card	Houston	Tech
705	CUST010	Hadoop Advanced	450.58	02-02-2025	Credit Card	Houston	Tech
706	CUST050	Hadoop Advanced	338.03	28-04-2025	Credit Card	Seattle	Big Data
707	CUST078	Spark Intro	321.69	06-03-2025	Cash	New York	Tech
708	CUST092	Spark Advanced	154.36	26-05-2025	PayPal	San Francisco	Big Data
709	CUST040	Hadoop Basics	350.03	26-06-2025	Credit Card	Los Angeles	Programming
710	CUST047	Spark Advanced	424.91	11-01-2025	Cash	New York	Tech
711	CUST035	Hadoop Basics		26-03-2025	Debit Card	New York	Tech
712	CUST028	Hadoop Advanced	260.59	26-01-2025	Debit Card	Houston	Big Data
713	CUST056	Python for Data	492.84	04-03-2025	PayPal	Los Angeles	Tech
714	CUST077	Big Data Essentials	476.15	27-03-2025	Credit Card	Seattle	Big Data
715	CUST044	Python for Data	255.38	28-02-2025	Debit Card	Chicago	Programming
716	CUST067	Big Data Essentials	88.83	27-01-2025	Credit Card	Seattle	Big Data
717	CUST020	Hadoop Basics	160.61	26-06-2025		New York	Tech
718	CUST067	Spark Intro	438.94	10-06-2025	Credit Card	Seattle	Big Data
719	CUST017	Big Data Essentials	300.51	08-04-2025	Debit Card	San Francisco	Programming
720	CUST022	Spark Advanced	317.88	15-04-2025	Debit Card	Houston	Tech
721	CUST004	Hadoop Basics	378.08	09-04-2025	PayPal	Chicago	Big Data
722	CUST041	Hadoop Advanced	483.89	09-05-2025	Debit Card	San Francisco	Big Data
723	CUST043	Hadoop Basics	269.77	29-05-2025	Debit Card	Chicago	Programming
724	CUST049	Big Data Essentials	300.91	24-02-2025	Credit Card	Houston	Big Data
725	CUST072	Big Data Essentials	440.56	06-01-2025	Cash	Chicago	Programming
726	CUST005	Hadoop Advanced	173.15	05-04-2025	Cash	Los Angeles	Big Data
727	CUST089	Hadoop Advanced	66.41	13-05-2025	Cash	San Francisco	Tech
728	CUST025	Python for Data	301.47	12-04-2025	Debit Card	San Francisco	Big Data
729	CUST077	Big Data Essentials	448.32	03-01-2025	Cash	Chicago	Tech
730	CUST086	Hadoop Basics	410.49	30-06-2025	PayPal	New York	Programming
731	CUST095	Spark Intro	260.75	23-01-2025	Credit Card	San Francisco	Programming
732	CUST009	Big Data Essentials	107.78	22-02-2025	Cash	New York	Tech
733	CUST008	Python for Data	242.99	14-06-2025	Debit Card	Houston	Tech
734	CUST051	Big Data Essentials	168.31	24-03-2025	PayPal	New York	Big Data
735	CUST027	Spark Advanced	455.48	25-05-2025	Cash	Houston	Tech
736	CUST100	Hadoop Basics	249.72	26-03-2025	Cash	Seattle	Big Data
737	CUST099	Spark Advanced	259.43	19-03-2025	Cash	San Francisco	Tech
738	CUST046	Spark Intro	390.46	20-04-2025	PayPal	Houston	Tech
739	CUST004	Spark Advanced	322.86	01-01-2025	Debit Card	Los Angeles	Tech
740	CUST035	Hadoop Basics	496.1	20-02-2025	PayPal	Chicago	Tech
741	CUST088	Spark Advanced	103.25	22-06-2025	Cash	New York	Big Data
742	CUST055	Python for Data	360.06	04-01-2025	Debit Card	San Francisco	Big Data
743	CUST075	Hadoop Basics	143.25	23-04-2025	Cash	Los Angeles	Big Data
744	CUST027	Hadoop Advanced	268.54	01-02-2025	Debit Card	Houston	Big Data
745	CUST048	Big Data Essentials	333.8	03-02-2025	PayPal	San Francisco	Big Data
746	CUST008	Hadoop Advanced	140.8	02-04-2025	Credit Card	Los Angeles	Tech
747	CUST005	Hadoop Advanced	65.57	05-04-2025	Debit Card	Los Angeles	Programming
748	CUST094	Hadoop Basics	160.02	13-03-2025	PayPal	Chicago	Big Data
749	CUST033	Hadoop Advanced	332.31	08-02-2025	Credit Card	San Francisco	Tech
750	CUST098	Hadoop Basics	411.7	03-06-2025	PayPal	New York	Big Data
751	CUST001	Spark Advanced	222.44	11-06-2025	Cash	Los Angeles	Tech
752	CUST017	Spark Advanced	341.87	28-04-2025	PayPal	Houston	Programming
753	CUST073	Hadoop Advanced	425.56	03-01-2025	Cash	New York	Tech
754	CUST010	Spark Advanced	363.18	03-05-2025	Credit Card	Los Angeles	Big Data
755	CUST003	Spark Advanced	138.77	19-02-2025	Cash	Chicago	Big Data
756	CUST011	Hadoop Basics	294.29	12-01-2025	Debit Card	Houston	Programming
757	CUST009	Spark Intro	387.92	23-02-2025	Debit Card	Los Angeles	Big Data
758	CUST097	Spark Intro	457.28	13-05-2025	Cash	New York	Programming
759	CUST003	Python for Data	453.33	26-02-2025	Debit Card	San Francisco	Programming
760	CUST081	Hadoop Advanced	216.23	25-05-2025	PayPal	San Francisco	Tech
761	CUST019	Hadoop Advanced	133.17	22-04-2025	Debit Card	New York	Programming
762		Hadoop Advanced	315.43	16-02-2025	PayPal	Chicago	Tech
763	CUST024	Spark Advanced	201.64	31-05-2025	Debit Card	Los Angeles	Big Data
764	CUST002	Spark Advanced	493.96	26-03-2025	PayPal	Houston	Programming
765	CUST070	Hadoop Advanced	113.94	22-05-2025	Cash	Seattle	Big Data
766	CUST094	Python for Data	79.84	07-03-2025	Debit Card	San Francisco	Big Data
767	CUST033	Hadoop Advanced	332.19	16-03-2025	Credit Card	San Francisco	Big Data
768	CUST044	Spark Advanced	101.83	28-06-2025	PayPal	Seattle	Tech
769	CUST011	Hadoop Basics	248.79	13-04-2025	Credit Card	Los Angeles	Tech
770	CUST028	Python for Data	313.36	15-06-2025	Debit Card	Seattle	Big Data
771	CUST041	Python for Data	422.5	07-02-2025	Credit Card	New York	Tech
772	CUST008	Spark Intro	121.05	19-02-2025	Credit Card	Houston	Programming
773	CUST069	Python for Data	64.33	08-04-2025	PayPal	Los Angeles	Programming
774	CUST047	Hadoop Advanced	139.1	23-03-2025	Credit Card	Chicago	Tech
775	CUST030	Python for Data	175.61	30-01-2025	Cash	Los Angeles	Programming
776	CUST083	Spark Advanced	396.48	20-03-2025	Cash	New York	Programming
777	CUST012	Spark Intro	448.46	01-04-2025	PayPal	Los Angeles	Programming
778	CUST030	Hadoop Basics	425.87	28-06-2025	PayPal	Houston	Programming
779	CUST067	Hadoop Basics	475.17	21-02-2025	Cash	Chicago	Programming
780	CUST012	Spark Advanced	243.32	15-06-2025	PayPal	Seattle	Programming
781	CUST087	Spark Intro	73.25	20-03-2025	PayPal	New York	Big Data
782	CUST090	Hadoop Basics	425.42	30-01-2025	Cash	Chicago	Tech
783	CUST059	Python for Data	50.67	16-04-2025	Cash	Houston	Big Data
784	CUST040	Spark Intro	240.38	20-02-2025	PayPal	Seattle	Programming
785	CUST060	Hadoop Basics	414.72	22-03-2025	Cash	Los Angeles	Tech
786	CUST003	Hadoop Advanced	205.08	13-05-2025	PayPal	San Francisco	Programming
787	CUST012	Python for Data	102.16	29-01-2025	Debit Card	New York	Tech
788	CUST019	Big Data Essentials	266.63	12-05-2025	PayPal	Los Angeles	Tech
789	CUST010	Spark Intro	336.9	18-05-2025	Cash	Seattle	Programming
790	CUST080	Python for Data	292.1	25-05-2025	Cash	Chicago	Tech
791	CUST051	Hadoop Advanced	316.23	15-03-2025	PayPal	Seattle	Programming
792	CUST078	Spark Intro	334.66	17-01-2025	Cash	Houston	Big Data
793		Spark Intro	399.38	25-03-2025	Cash	New York	Programming
794	CUST094	Spark Intro	497.66	10-03-2025	PayPal	New York	Tech
795	CUST037	Hadoop Basics	178.28	03-02-2025	Cash	New York	Big Data
796	CUST040	Python for Data	142.58	06-01-2025	Credit Card	Seattle	Programming
797	CUST032	Spark Intro	262.47	22-02-2025	Credit Card	Seattle	Programming
798	CUST051	Spark Intro	220.64	06-05-2025	PayPal	Chicago	Programming
799	CUST010	Spark Intro	386.32	12-02-2025	Cash	Houston	Programming
800	CUST085	Hadoop Advanced	182.87	25-04-2025	Debit Card	Chicago	Tech
801	CUST084	Big Data Essentials	430.86	21-04-2025	Debit Card	Houston	Big Data
802	CUST081	Spark Intro	387.93	31-05-2025	PayPal	Chicago	Big Data
803	CUST001	Spark Advanced	375.03	21-03-2025	Cash	Houston	Programming
804	CUST015	Spark Intro	498.32	05-04-2025	Credit Card	Seattle	Programming
805	CUST096	Big Data Essentials	326.98	28-04-2025	PayPal	Houston	Big Data
806	CUST016	Spark Intro	228.31	24-05-2025	Cash	San Francisco	Programming
807	CUST092	Big Data Essentials	365.69	08-01-2025	Debit Card	Houston	Tech
808	CUST051	Big Data Essentials	185.89	12-05-2025	Debit Card	Chicago	Programming
809	CUST060	Python for Data	459.13	14-04-2025	Credit Card	Chicago	Tech
810	CUST073	Hadoop Advanced	68.26	12-05-2025	PayPal	Houston	Programming
811	CUST076	Big Data Essentials	357.13	25-01-2025	Debit Card	New York	Big Data
812	CUST048	Hadoop Advanced	206.34	06-04-2025	Cash	New York	Big Data
813	CUST085	Hadoop Advanced	120.21	04-06-2025	Credit Card	Los Angeles	Programming
814	CUST022	Hadoop Advanced	243.62	03-04-2025	PayPal	Seattle	Programming
815	CUST067	Spark Intro	70.39	09-06-2025	Debit Card	Los Angeles	Big Data
816	CUST083	Spark Intro	303.4	27-06-2025	Credit Card	New York	Programming
817	CUST083	Spark Advanced	328.31	02-03-2025	Cash	Los Angeles	Programming
818	CUST026	Hadoop Basics	289.73	02-05-2025	Debit Card	Houston	Tech
819	CUST054	Spark Advanced	415.34	20-02-2025	PayPal	Seattle	Tech
820	CUST087	Spark Intro	65.52	27-05-2025	PayPal	Los Angeles	Programming
821	CUST075	Hadoop Advanced	499.71	21-01-2025	PayPal	Houston	Big Data
822	CUST012	Hadoop Basics	256.36	05-01-2025	PayPal	San Francisco	Tech
823	CUST047	Spark Intro	489.99	02-04-2025	PayPal	New York	Programming
824	CUST004	Spark Advanced	103.97	19-06-2025	Credit Card	Seattle	Programming
825	CUST053	Hadoop Advanced	239.72	02-03-2025	Credit Card	Chicago	Big Data
826	CUST007	Python for Data	74.56	22-01-2025	Cash	Houston	Tech
827	CUST039	Hadoop Advanced	419.59	29-05-2025	PayPal	Houston	Tech
828	CUST054	Python for Data	187.18	11-03-2025	Cash	Chicago	Big Data
829	CUST085	Hadoop Advanced	104.54	01-01-2025	Debit Card		Programming
830	CUST027	Hadoop Advanced	466.46	13-05-2025	PayPal	San Francisco	Tech
831	CUST096	Spark Advanced	53.09	12-01-2025	Cash	New York	Big Data
832	CUST023	Spark Intro	338.9	31-03-2025	Debit Card	New York	Tech
833	CUST063	Spark Advanced	298.95	15-02-2025	Debit Card	Chicago	Big Data
834	CUST020	Hadoop Advanced	319.74	03-02-2025	Cash	Houston	Big Data
835	CUST002	Hadoop Advanced	130.56	26-06-2025	Credit Card	Chicago	Programming
836	CUST067	Hadoop Advanced	403.16	19-03-2025	Debit Card	San Francisco	Programming
837	CUST003	Spark Advanced	197.4	14-02-2025	PayPal	Los Angeles	Big Data
838	CUST051	Big Data Essentials	98.59	04-06-2025	PayPal	Seattle	Big Data
839	CUST023	Hadoop Basics	286.77	14-03-2025	PayPal	Chicago	Big Data
840	CUST009	Hadoop Advanced	418.04	26-01-2025	Cash	Chicago	Big Data
841	CUST037	Hadoop Basics	185.51	16-02-2025	Debit Card	Chicago	Programming
842	CUST094	Hadoop Advanced	153.08	01-05-2025	Cash	Houston	Tech
843	CUST053	Big Data Essentials	183.56	25-02-2025	PayPal	New York	Programming
844	CUST028	Big Data Essentials	238.84	04-04-2025	Cash	Houston	Big Data
845	CUST070	Spark Advanced	273.28	17-04-2025	Debit Card	Los Angeles	Tech
846	CUST052	Big Data Essentials	291.63	04-03-2025	PayPal	Chicago	Tech
847	CUST061	Hadoop Advanced	495.43	17-02-2025	Credit Card	Seattle	Tech
848	CUST090	Spark Intro	201.75	02-03-2025	Credit Card	Seattle	Programming
849	CUST074	Spark Advanced	217.94	22-03-2025	PayPal	Los Angeles	Programming
850	CUST043	Python for Data	87.71	26-01-2025	PayPal	Seattle	Tech
851	CUST015	Spark Intro	366.43	05-02-2025	Cash	Chicago	Big Data
852	CUST095	Spark Intro	347.46	01-01-2025	Debit Card	Los Angeles	Tech
853	CUST092	Hadoop Basics	487.78	08-01-2025	Cash	Seattle	Tech
854	CUST068	Hadoop Advanced	146.65	23-04-2025	PayPal	Chicago	Programming
855	CUST094	Big Data Essentials	294.4	09-04-2025	Cash	Chicago	Big Data
856	CUST055	Hadoop Advanced	94.44	29-06-2025	Credit Card	New York	Big Data
857	CUST012	Hadoop Advanced	399.52	16-02-2025		San Francisco	Big Data
858	CUST094	Hadoop Advanced	312.88	07-05-2025	Debit Card	New York	Programming
859	CUST010	Hadoop Advanced	321.34	25-02-2025	Debit Card	San Francisco	Tech
860	CUST016	Big Data Essentials	325.01	14-01-2025	Cash	San Francisco	Big Data
861	CUST054	Hadoop Advanced	59.6	28-01-2025	Credit Card	Houston	Tech
862	CUST067	Big Data Essentials	281.44	19-03-2025	Debit Card	Los Angeles	Tech
863	CUST034	Python for Data	433.58	10-05-2025	Credit Card	Chicago	Programming
864	CUST095	Hadoop Advanced	414.93	19-04-2025	Debit Card	Los Angeles	Programming
865	CUST081	Hadoop Basics	269.32	03-06-2025	PayPal	Chicago	Programming
866	CUST041	Python for Data	424.89	14-01-2025	Debit Card	San Francisco	Programming
867	CUST004	Spark Intro	86.77	25-02-2025	Credit Card	Chicago	Programming
868	CUST077	Hadoop Advanced	309.92	25-04-2025	Cash	Seattle	Tech
869	CUST060	Python for Data	117.81	07-01-2025	PayPal	Los Angeles	Tech
870	CUST047	Spark Advanced	347.96	03-01-2025	Debit Card	Seattle	Programming
871	CUST063	Hadoop Advanced	196.89	21-04-2025	Cash	New York	Programming
872	CUST039	Big Data Essentials	228.32	31-05-2025	Credit Card	San Francisco	Programming
873	CUST099	Hadoop Advanced	111.13	17-04-2025	Credit Card	New York	Programming
874	CUST031	Python for Data	188.73	18-01-2025	Debit Card	Los Angeles	Programming
875	CUST008	Spark Intro	170.42	07-02-2025	Cash	Chicago	Tech
876	CUST018	Spark Intro	115.28	25-04-2025	Cash	New York	Programming
877	CUST021	Spark Advanced	70.67	15-01-2025	Debit Card	Houston	Programming
878	CUST062	Spark Intro	444.92	29-04-2025	Cash	Chicago	Tech
879	CUST027	Hadoop Advanced	430.2	28-01-2025	Debit Card	Houston	Programming
880	CUST094	Hadoop Basics	61.47	08-02-2025	Cash	Los Angeles	Programming
881	CUST056	Spark Intro	229.66	17-01-2025	Debit Card	Houston	Big Data
882	CUST024	Spark Intro	484.99	27-03-2025	Cash	Chicago	Tech
883	CUST037	Python for Data	223.84	06-05-2025	Cash	Los Angeles	Big Data
884	CUST081	Hadoop Basics	388.14	13-02-2025	Credit Card	Houston	Tech
885	CUST092	Hadoop Basics	333.25	25-01-2025	Cash	New York	Big Data
886	CUST033	Spark Intro	373.52	25-05-2025	Credit Card	Seattle	Programming
887	CUST008	Big Data Essentials	206.75	13-01-2025	Debit Card	New York	Programming
888	CUST053	Spark Advanced	248.72	25-01-2025	Cash	Chicago	Programming
889	CUST045	Hadoop Advanced	187.27	09-03-2025	PayPal	Houston	Tech
890	CUST043	Hadoop Basics	463.64	18-05-2025	Cash	Los Angeles	Big Data
891	CUST074	Spark Advanced	188.35	08-03-2025	PayPal	Los Angeles	Tech
892	CUST029	Big Data Essentials	371.92	19-04-2025	Credit Card	Chicago	Tech
893	CUST026	Big Data Essentials	400.64	26-05-2025	Cash	New York	Tech
894	CUST054	Hadoop Advanced	461.05	21-04-2025	Debit Card	Houston	Big Data
895	CUST032	Big Data Essentials	343.96	21-04-2025	Credit Card	Los Angeles	Programming
896	CUST051	Python for Data	445.71	03-02-2025	Cash	Houston	Big Data
897	CUST013	Spark Advanced	323.39	21-04-2025	PayPal	Seattle	Programming
898	CUST007	Spark Advanced	395.11	08-01-2025	Cash	Houston	Tech
899	CUST023	Python for Data	373.5	17-06-2025	PayPal	New York	Big Data
900	CUST094	Hadoop Advanced	442.19	23-04-2025	Debit Card	Houston	Big Data
901	CUST069	Spark Advanced	93.13	24-03-2025	Credit Card	Houston	Programming
902	CUST084	Hadoop Advanced	228.03	11-02-2025	Debit Card	Houston	Tech
903	CUST073	Python for Data	293.17	18-06-2025	PayPal	New York	Tech
904	CUST074	Spark Advanced	448.49	11-04-2025	Cash	Seattle	Tech
905	CUST021	Hadoop Basics	413.83	06-01-2025	Credit Card	Houston	Big Data
906	CUST063	Python for Data	260.93	29-06-2025	PayPal	Los Angeles	Tech
907	CUST041	Hadoop Advanced	385.04	26-01-2025	Credit Card	New York	Big Data
908	CUST094	Hadoop Advanced	124.04	05-03-2025	Credit Card	Seattle	Tech
909	CUST057	Big Data Essentials	190.79	28-02-2025	Cash	New York	Programming
910	CUST083	Hadoop Basics	61.09	19-04-2025	Credit Card	Chicago	Programming
911	CUST098	Big Data Essentials	85.11	01-05-2025	Cash	Houston	Big Data
912	CUST087	Python for Data	242.27	02-02-2025	Debit Card	Chicago	Tech
913	CUST025	Hadoop Advanced	495.24	30-06-2025	Debit Card	Houston	Big Data
914	CUST064	Python for Data	428.28	30-05-2025	Debit Card	Seattle	Programming
915	CUST018	Spark Intro	118.7	21-01-2025	Credit Card	Houston	Tech
916	CUST034	Spark Intro	228.28	11-03-2025	PayPal	New York	Big Data
917	CUST059	Python for Data	380.35	22-04-2025	Cash	Seattle	Big Data
918	CUST017	Hadoop Basics	153.33	04-01-2025	PayPal	New York	Programming
919	CUST037	Spark Intro	76.63	04-04-2025	Cash	Seattle	Tech
920	CUST012	Big Data Essentials	65.09	16-03-2025	Cash	Seattle	Programming
921	CUST054	Spark Advanced	447.39	03-03-2025	Debit Card	Chicago	Programming
922	CUST044	Python for Data	243.12	04-04-2025	Cash	Chicago	Big Data
923	CUST059	Spark Advanced	491.63	05-04-2025	Cash	San Francisco	Programming
924	CUST029	Hadoop Advanced	278.97	01-06-2025	Cash	Houston	Programming
925	CUST047	Hadoop Advanced	283.62	24-02-2025	Debit Card	Seattle	Tech
926	CUST060	Python for Data	126.78	17-05-2025	Debit Card	New York	Big Data
927	CUST026	Hadoop Advanced	157.62	11-05-2025	PayPal	New York	Tech
928	CUST012	Python for Data	221.66	31-01-2025	Debit Card	San Francisco	Tech
929	CUST006	Spark Advanced	53.59	09-02-2025	Cash	New York	Big Data
930	CUST072	Hadoop Advanced	98.5	05-02-2025	PayPal	Seattle	Programming
931	CUST086	Spark Intro	189.27	01-06-2025	Credit Card	New York	Programming
932	CUST034	Spark Intro	353.62	06-01-2025	Credit Card	Chicago	Big Data
933	CUST037	Hadoop Advanced	443.87	07-03-2025	PayPal	Seattle	Tech
934	CUST089	Big Data Essentials	179.87	16-03-2025	Cash	Houston	Big Data
935	CUST003	Big Data Essentials	430.18	04-01-2025	PayPal	Los Angeles	Programming
936	CUST077	Hadoop Advanced	129.91	20-03-2025	Debit Card	Houston	Tech
937	CUST008	Spark Advanced	98.26	14-05-2025	PayPal	Chicago	Programming
938	CUST082	Hadoop Basics	174.11	28-04-2025	Credit Card	San Francisco	Big Data
939	CUST039	Spark Intro	170.64	23-04-2025	Credit Card	San Francisco	Big Data
940	CUST073	Big Data Essentials	221.09	04-04-2025	Credit Card	Seattle	Tech
941	CUST042	Big Data Essentials	100.25	28-06-2025	Cash	Houston	Tech
942	CUST062	Spark Advanced	318.31	03-03-2025	Credit Card	San Francisco	Tech
943	CUST012	Spark Advanced	85.37	20-03-2025	PayPal	Los Angeles	Big Data
944	CUST045	Spark Advanced	289.25	16-05-2025	Cash	Los Angeles	Big Data
945	CUST092	Spark Intro	435.78	26-01-2025	Debit Card	San Francisco	Tech
946	CUST055	Spark Advanced	478.55	28-06-2025	Credit Card	Houston	Tech
947	CUST080	Hadoop Advanced	56.31	22-06-2025	PayPal	New York	Programming
948	CUST022	Hadoop Advanced	368.84	13-02-2025	PayPal	New York	Big Data
949	CUST013	Spark Intro		13-05-2025	Cash	Los Angeles	Tech
950	CUST087	Spark Intro	192.8	11-03-2025	Credit Card	Chicago	Programming
951	CUST034	Python for Data	127.52	03-06-2025	Credit Card	Los Angeles	Tech
952	CUST024	Hadoop Basics	400.84	28-04-2025	Credit Card	Seattle	Tech
953	CUST092	Spark Intro	428.67	09-03-2025	Cash	Seattle	Big Data
954	CUST090	Big Data Essentials	121.81	19-01-2025	Credit Card	San Francisco	Big Data
955	CUST057	Hadoop Advanced	291.38	20-01-2025	Cash	Chicago	Tech
956	CUST093	Spark Intro	461.5	23-04-2025	PayPal	New York	Big Data
957	CUST049	Big Data Essentials	143.41	20-05-2025	Debit Card	San Francisco	Tech
958	CUST070	Big Data Essentials	232.5	16-02-2025	PayPal	San Francisco	Programming
959	CUST081	Hadoop Basics	430.25	01-01-2025	Credit Card	Chicago	Big Data
960	CUST078	Hadoop Advanced	486.14	31-03-2025	Cash	New York	Big Data
961	CUST076	Spark Advanced	407.56	22-05-2025	PayPal	New York	Programming
962	CUST055	Spark Advanced	303	05-03-2025	Debit Card	Houston	Big Data
963	CUST022	Python for Data	77.45	07-02-2025	PayPal	New York	Big Data
964	CUST083	Hadoop Basics	88.71	06-02-2025	PayPal	Chicago	Programming
965	CUST001	Python for Data	76.69	06-05-2025	Cash	Seattle	Big Data
966	CUST034	Hadoop Basics	240.36	19-05-2025	Cash	Houston	Programming
967	CUST039	Hadoop Basics	243.69	10-04-2025	PayPal	Los Angeles	Big Data
968	CUST068	Spark Advanced	162.17	18-03-2025	Credit Card	San Francisco	Tech
969	CUST058	Hadoop Basics	65.09	03-01-2025	PayPal	New York	Programming
970	CUST041	Python for Data	55.77	10-06-2025	Debit Card	New York	Tech
971	CUST080	Hadoop Basics	237.05	14-05-2025	PayPal	New York	Programming
972	CUST083	Big Data Essentials	91.2	27-06-2025	PayPal	Houston	Tech
973	CUST055	Spark Intro	356.09	10-01-2025	Cash	Los Angeles	Tech
974	CUST086	Spark Intro	139.1	05-01-2025	Debit Card	New York	Big Data
975	CUST053	Hadoop Basics	414.08	31-05-2025	Cash	San Francisco	Big Data
976	CUST076	Python for Data	398.25	18-05-2025	Cash	Los Angeles	Tech
977	CUST055	Python for Data	338.65	21-06-2025	Debit Card	Los Angeles	Programming
978	CUST017	Python for Data	95.3	10-05-2025	Credit Card	Houston	Big Data
979	CUST093	Spark Advanced	149.2	13-01-2025	Cash	Houston	Programming
980	CUST098	Python for Data	423.25	17-06-2025	PayPal	New York	Tech
981	CUST087	Spark Intro	226.4	10-05-2025	Cash	Los Angeles	Big Data
982	CUST088	Hadoop Basics	340.92	25-03-2025	Credit Card	Los Angeles	Tech
983	CUST068	Spark Advanced	225.99	06-03-2025	PayPal	San Francisco	Big Data
984	CUST055	Spark Intro	121.42	04-03-2025	Cash	Los Angeles	Big Data
985	CUST068	Hadoop Advanced	341.32	11-04-2025	Debit Card	Chicago	Programming
986	CUST057	Python for Data	168.65	14-03-2025	PayPal	Houston	Programming
987	CUST100	Spark Intro	126.59	17-01-2025	Cash	Seattle	Big Data
988	CUST065	Python for Data	166.45	09-01-2025	Credit Card	Seattle	Programming
989	CUST074	Spark Intro	226.02	23-05-2025	Debit Card	Los Angeles	Programming
990	CUST003	Big Data Essentials	147.4	01-06-2025	Debit Card	Chicago	Big Data
991	CUST083	Big Data Essentials	223	07-02-2025	PayPal	Los Angeles	Tech
992	CUST072	Big Data Essentials	266.08	12-06-2025	Cash	San Francisco	Big Data
993	CUST002	Spark Intro	143.51	04-04-2025	Debit Card	New York	Big Data
994	CUST091	Hadoop Advanced	279.24	05-04-2025	Cash	Seattle	Programming
995	CUST062	Spark Advanced	322.76	18-02-2025	Debit Card	New York	Big Data
996	CUST068	Big Data Essentials	122.91	10-03-2025	Cash	Los Angeles	Tech
997	CUST081	Hadoop Basics	467.37	03-03-2025	Cash	New York	Big Data
998	CUST034	Spark Advanced	233.18	27-06-2025	Credit Card	Seattle	Big Data
999	CUST016	Big Data Essentials	108.85	19-03-2025	Credit Card	Los Angeles	Programming
1000	CUST004	Hadoop Basics	376.95	27-04-2025	Cash	Chicago	Tech
